,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
1882,Hockley,Texas,21984.0,50565.0,61002.0,"23,115","7,973",48219
1883,Randolph,Illinois,21976.0,47427.0,60224.0,"33,218","11,889",17157
1884,Coles,Illinois,21970.0,37040.0,53465.0,"53,732","21,046",17029
1885,Tuscarawas,Ohio,21966.0,43739.0,52496.0,"92,528","36,149",39157
1886,Pittsburg,Oklahoma,21966.0,41252.0,50907.0,"45,417","18,456",40121
1887,Buchanan,Missouri,21961.0,44363.0,57326.0,"89,419","33,331",29021
1888,Hamilton,Illinois,21960.0,38417.0,56202.0,"8,413","3,512",17065
1889,Alpena,Michigan,21948.0,38016.0,48308.0,"29,399","12,899",26007
1890,Noble,Oklahoma,21947.0,44842.0,55018.0,"11,529","4,565",40103
1891,Rains,Texas,21946.0,44478.0,55233.0,"10,989","4,232",48379
1892,Pickett,Tennessee,21942.0,35184.0,42159.0,"5,095","2,388",47137
1893,Ashland,Ohio,21940.0,46548.0,55342.0,"53,234","20,207",39005
1894,Pueblo,Colorado,21940.0,41777.0,52705.0,"160,048","62,439",08101
1895,Sherman,Texas,21936.0,48185.0,58977.0,"3,048",949,48421
1896,Marshall,Indiana,21933.0,45709.0,57613.0,"47,057","17,581",18099
1897,Richland,Ohio,21932.0,41835.0,53602.0,"123,387","48,458",39139
1898,Brule,South Dakota,21928.0,45284.0,57078.0,"5,286","2,094",46015
1899,Henry,Alabama,21924.0,41650.0,54725.0,"17,308","7,001",01067
1900,Henry,Kentucky,21923.0,46016.0,53557.0,"15,425","6,008",21103
1901,Van Zandt,Texas,21920.0,43439.0,51707.0,"52,515","19,064",48467
1902,Ouachita,Louisiana,21917.0,38955.0,50992.0,"154,641","57,551",22073
1903,Atchison,Kansas,21909.0,45212.0,56271.0,"16,839","6,216",20005
1904,Marion,Missouri,21909.0,42046.0,52844.0,"28,804","11,203",29127
1905,Donley,Texas,21904.0,42411.0,57961.0,"3,620","1,280",48129
1906,Lake of the Woods,Minnesota,21903.0,44069.0,49816.0,"3,998","1,665",27077
1907,Clarion,Pennsylvania,21902.0,42389.0,54945.0,"39,720","15,776",42031
1908,Noble,Indiana,21889.0,47117.0,57363.0,"47,509","17,722",18113
1909,Spartanburg,South Carolina,21889.0,42919.0,52662.0,"286,789","107,350",45083
1910,Lincoln,Oklahoma,21888.0,42668.0,53457.0,"34,238","13,256",40081
1911,Marion,Illinois,21887.0,41010.0,52408.0,"39,070","15,893",17121
1912,Clinton,Pennsylvania,21875.0,42184.0,55818.0,"39,501","15,067",42035
1913,Murray,Oklahoma,21870.0,44151.0,53246.0,"13,571","5,121",40099
1914,Douglas,Oregon,21870.0,40524.0,48420.0,"107,286","43,846",41019
1915,Watauga,North Carolina,21854.0,34293.0,60066.0,"51,557","20,909",37189
1916,Bear Lake,Idaho,21853.0,44964.0,49145.0,"5,957","2,442",16007
1917,Wirt,West Virginia,21852.0,34702.0,43795.0,"5,796","2,427",54105
1918,Kit Carson,Colorado,21850.0,44157.0,57538.0,"8,189","3,046",08063
1919,Jackson,Wisconsin,21849.0,44149.0,51692.0,"20,506","8,112",55053
1920,Brown,Nebraska,21843.0,33647.0,44605.0,"3,167","1,544",31017
1921,Nye,Nevada,21838.0,39876.0,45798.0,"43,368","18,046",32023
1922,Raleigh,West Virginia,21837.0,40758.0,49936.0,"78,993","31,364",54081
1923,Warren,Illinois,21832.0,43536.0,53887.0,"17,762","6,972",17187
1924,Gasconade,Missouri,21830.0,41392.0,52579.0,"15,083","6,168",29073
1925,Camas,Idaho,21830.0,41154.0,46587.0,"1,267",464,16025
1926,Grays Harbor,Washington,21828.0,42405.0,52948.0,"72,092","27,396",53027
1927,Greene,Pennsylvania,21819.0,44388.0,55745.0,"38,362","14,417",42059
1928,Piscataquis,Maine,21818.0,36646.0,45917.0,"17,343","7,769",23021
1929,Floyd,Virginia,21816.0,44618.0,50969.0,"15,371","6,086",51063
1930,Lincoln,Tennessee,21811.0,41571.0,51120.0,"33,411","13,438",47103
1931,Madison,Kentucky,21800.0,42312.0,54652.0,"83,976","31,484",21151
1932,Lee,Mississippi,21799.0,42074.0,54292.0,"83,964","31,898",28081
1933,Wakulla,Florida,21797.0,52691.0,59910.0,"30,824","10,455",12129
1934,White,Arkansas,21793.0,42487.0,51449.0,"77,767","29,632",05145
1935,Josephine,Oregon,21791.0,37733.0,46913.0,"82,783","34,390",41033
1936,Carroll,Ohio,21783.0,43779.0,52336.0,"28,689","11,107",39019
1937,Chase,Kansas,21775.0,36815.0,56346.0,"2,763","1,149",20017
1938,Woodson,Kansas,21774.0,33839.0,47159.0,"3,278","1,517",20207
1939,Galax City,Virginia,21769.0,30325.0,47297.0,"6,977","3,018",51640
1940,Lyon,Nevada,21757.0,46137.0,52918.0,"51,648","19,278",32019
1942,Butte,South Dakota,21744.0,41332.0,58006.0,"10,197","4,015",46019
1943,Assumption,Louisiana,21743.0,46116.0,55603.0,"23,268","8,571",22007
1944,Crawford,Pennsylvania,21741.0,42504.0,53099.0,"88,173","34,831",42039
1945,Gray,Texas,21738.0,43504.0,54327.0,"22,777","8,388",48179
1946,Chouteau,Montana,21737.0,40070.0,50111.0,"5,827","2,228",30015
1947,Stone,Missouri,21733.0,40850.0,49527.0,"31,817","13,320",29209
1948,Van Buren,Michigan,21732.0,45129.0,54472.0,"75,897","28,374",26159
1949,West Feliciana,Louisiana,21720.0,61616.0,75613.0,"15,522","4,007",22125
1950,Box Elder,Utah,21720.0,57292.0,62898.0,"50,160","16,207",49003
1951,Brazos,Texas,21720.0,38310.0,58863.0,"197,642","70,239",48041
1952,Greenbrier,West Virginia,21720.0,37895.0,48487.0,"35,588","15,409",54025
1953,Union,Illinois,21719.0,41848.0,48879.0,"17,722","6,852",17181
1954,Lincoln,Montana,21719.0,33333.0,44111.0,"19,581","8,872",30053
1955,Stanton,Kansas,21712.0,46382.0,50948.0,"2,210",775,20187
1956,Robertson,Texas,21709.0,40601.0,48008.0,"16,574","5,851",48395
1957,Grant,Wisconsin,21705.0,46963.0,58869.0,"51,080","19,420",55043
1958,Stewart,Tennessee,21701.0,39781.0,51250.0,"13,313","5,292",47161
1959,Cass,Indiana,21700.0,41940.0,50753.0,"38,802","14,827",18017
1960,Catoosa,Georgia,21690.0,47087.0,55768.0,"64,606","23,941",13047
1961,Dade,Georgia,21690.0,43205.0,50830.0,"16,580","6,325",13083
1962,Erath,Texas,21670.0,39586.0,52201.0,"38,744","14,383",48143
1963,Stanislaus,California,21663.0,49297.0,55432.0,"518,321","166,883",06099
1964,McLennan,Texas,21660.0,41922.0,53085.0,"237,316","84,862",48309
1965,Floyd,Texas,21655.0,42279.0,54696.0,"6,371","2,457",48153
1966,Wetzel,West Virginia,21653.0,37969.0,49622.0,"16,435","6,903",54103
1967,Bradley,Tennessee,21649.0,41083.0,50351.0,"100,070","37,603",47011
1968,Pulaski,Indiana,21641.0,44764.0,53822.0,"13,253","5,058",18131
1969,Rusk,Texas,21640.0,45752.0,55414.0,"53,508","17,772",48401
1970,Lynn,Texas,21639.0,44375.0,49308.0,"5,841","2,179",48305
1971,Beaufort,North Carolina,21636.0,40429.0,49574.0,"47,575","19,266",37013
1972,Finney,Kansas,21629.0,47945.0,56111.0,"36,920","12,515",20055
1973,Juniata,Pennsylvania,21628.0,46163.0,54701.0,"24,737","9,248",42067
1974,Boone,West Virginia,21627.0,42156.0,54315.0,"24,517","9,559",54005
1975,Beltrami,Minnesota,21622.0,43231.0,53549.0,"45,021","16,781",27007
1976,Lake and Peninsula,Alaska,21616.0,51786.0,53828.0,"1,454",508,02164
1977,Hopkins,Texas,21606.0,43657.0,52124.0,"35,295","13,303",48223
1978,DeKalb,Tennessee,21606.0,37482.0,44208.0,"18,875","7,037",47041
1979,Appanoose,Iowa,21599.0,39208.0,51142.0,"12,808","5,534",19007
1980,Howard,Missouri,21598.0,42747.0,54167.0,"10,184","3,825",29089
1981,Avery,North Carolina,21598.0,36969.0,46847.0,"17,756","7,122",37011
1982,Saline,Illinois,21596.0,37800.0,47023.0,"24,950","10,174",17165
1983,Jefferson,Oregon,21593.0,43373.0,46040.0,"21,461","7,882",41031
1984,Randolph,Indiana,21592.0,40904.0,47682.0,"25,975","10,429",18135
1985,Newberry,South Carolina,21591.0,41718.0,53963.0,"37,514","14,254",45071
1986,Ontonagon,Michigan,21585.0,34620.0,44986.0,"6,584","3,269",26131
1987,Pittsylvania,Virginia,21583.0,42143.0,52071.0,"63,077","26,092",51143
1988,Colusa,California,21579.0,52158.0,56830.0,"21,366","6,853",06011
1989,Franklin,New York,21575.0,45667.0,54399.0,"51,676","19,238",36033
1990,Columbiana,Ohio,21575.0,42300.0,53267.0,"107,078","42,095",39029
1991,Gaines,Texas,21572.0,52910.0,56868.0,"18,019","5,437",48165
1992,Colbert,Alabama,21572.0,39077.0,50924.0,"54,456","22,260",01033
1993,Aroostook,Maine,21566.0,37855.0,50779.0,"71,230","30,597",23003
1994,Wayne,North Carolina,21557.0,41731.0,51391.0,"123,382","47,330",37191
1995,Adams,Idaho,21555.0,35434.0,42978.0,"3,937","1,707",16003
1996,Clinton,Indiana,21554.0,48953.0,57960.0,"33,086","11,745",18023
1997,Johnson,Missouri,21547.0,47223.0,58641.0,"53,517","20,092",29101
1998,Dickson,Tennessee,21547.0,44318.0,51398.0,"49,926","18,647",47043
2000,Cumberland,Virginia,21540.0,40557.0,49351.0,"9,943","4,049",51049
2001,Lake,California,21537.0,36548.0,48323.0,"64,260","26,505",06033
2002,Sedgwick,Colorado,21536.0,40221.0,53500.0,"2,376",943,08115
2003,Essex,Virginia,21532.0,44885.0,53946.0,"11,180","4,286",51057
2004,Burleson,Texas,21529.0,45651.0,56139.0,"17,201","6,258",48051
2005,Madison,Indiana,21527.0,43120.0,54074.0,"131,027","50,637",18095
2006,Jefferson,Indiana,21524.0,43795.0,52922.0,"32,449","12,668",18077
2007,Fayette,Illinois,21523.0,44722.0,52735.0,"22,088","8,124",17051
2008,Lake,Montana,21521.0,38019.0,50222.0,"28,905","11,829",30047
2009,Putnam,Indiana,21520.0,50821.0,59037.0,"37,799","12,414",18133
2010,Cowley,Kansas,21519.0,41878.0,53091.0,"36,232","13,867",20035
2011,Somerset,Maine,21513.0,38642.0,50051.0,"51,942","21,692",23025
2012,Linn,Oregon,21500.0,46939.0,55169.0,"117,648","44,722",41043
2013,Carlisle,Kentucky,21500.0,39049.0,47667.0,"5,064","2,034",21039
2014,Loup,Nebraska,21499.0,38125.0,42917.0,581,240,31115
2015,Iron,Michigan,21499.0,34685.0,46502.0,"11,723","5,289",26071
2016,Dillingham Census Area,Alaska,21498.0,54150.0,56089.0,"4,923","1,339",02070
2017,Craig,Virginia,21498.0,47806.0,58750.0,"5,199","2,122",51045
2018,Crawford,Michigan,21492.0,40295.0,50114.0,"14,017","5,781",26039
2019,Calloway,Kentucky,21490.0,39677.0,56752.0,"37,383","14,937",21035
2020,Klamath,Oregon,21489.0,39627.0,48896.0,"66,211","27,378",41035
2021,Monroe,Ohio,21487.0,40573.0,46632.0,"14,646","6,111",39111
2022,Scott,Virginia,21485.0,38355.0,47067.0,"22,940","9,692",51169
2023,Newton,Georgia,21484.0,50580.0,56113.0,"100,808","33,840",13217
2024,McIntosh,Georgia,21484.0,39068.0,54036.0,"14,142","4,993",13191
2025,Caldwell,Missouri,21482.0,41169.0,53186.0,"9,249","3,743",29025
2026,Crawford,Ohio,21478.0,40783.0,49718.0,"43,348","17,655",39033
2027,Carter,Oklahoma,21476.0,41401.0,52415.0,"47,904","17,411",40019
2028,Sherman,Kansas,21476.0,38634.0,46154.0,"6,063","2,727",20181
2029,Clay,Indiana,21474.0,46430.0,57826.0,"26,865","10,230",18021
2030,Washington County,Utah,21472.0,49279.0,55881.0,"141,902","46,826",49053
2031,Lamar,Texas,21468.0,40104.0,50524.0,"49,751","19,416",48277
2032,Northwest Arctic,Alaska,21461.0,61607.0,57866.0,"7,624","1,828",02188
2033,Preston,West Virginia,21457.0,45413.0,52128.0,"33,666","12,697",54077
2034,Cotton,Oklahoma,21452.0,46317.0,56721.0,"6,166","2,345",40033
2035,Lee,North Carolina,21449.0,44819.0,55582.0,"58,735","21,204",37105
2036,Logan,Illinois,21445.0,47133.0,62765.0,"30,177","10,963",17107
2037,Troup,Georgia,21443.0,41161.0,50076.0,"67,776","24,441",13285
2038,Red River,Louisiana,21443.0,39346.0,46024.0,"9,028","3,320",22081
2039,Oxford,Maine,21441.0,40674.0,49920.0,"57,657","22,890",23017
2040,Lynchburg City,Virginia,21440.0,38138.0,50676.0,"76,467","28,556",51680
2041,Tallapoosa,Alabama,21434.0,39130.0,46839.0,"41,428","16,373",01123
2042,Harrison,Kentucky,21424.0,36048.0,51177.0,"18,693","7,179",21097
2043,Webster,Nebraska,21423.0,41045.0,49968.0,"3,762","1,548",31181
2044,Daviess,Indiana,21416.0,47165.0,56684.0,"31,928","11,160",18027
2045,Pine,Minnesota,21413.0,43928.0,53869.0,"29,449","11,758",27115
2046,Hernando,Florida,21411.0,41024.0,48461.0,"173,119","70,210",12053
2047,Geary,Kansas,21408.0,46908.0,51712.0,"35,583","12,532",20061
2048,Mitchell,North Carolina,21404.0,37680.0,46432.0,"15,453","6,455",37121
2049,Franklin,North Carolina,21399.0,41696.0,51353.0,"61,154","23,313",37069
2050,Marion,Tennessee,21399.0,41268.0,49631.0,"28,214","11,226",47115
2051,Vernon,Louisiana,21396.0,46572.0,51718.0,"52,510","18,148",22115
2052,Yoakum,Texas,21389.0,49340.0,55545.0,"7,998","2,654",48501
2053,Lafayette,Mississippi,21388.0,43328.0,59882.0,"48,905","15,743",28071
2054,Colfax,New Mexico,21387.0,37734.0,47100.0,"13,485","5,574",35007
2055,Barrow,Georgia,21379.0,53274.0,58892.0,"69,933","23,413",13013
2056,Hill,Montana,21376.0,43726.0,55617.0,"16,301","6,139",30041
2057,Crittenden,Kentucky,21375.0,34261.0,48083.0,"9,283","3,794",21055
2058,Washington County,Indiana,21370.0,41986.0,50107.0,"28,064","10,631",18175
2059,Van Buren,Iowa,21368.0,43181.0,54591.0,"7,517","3,023",19177
2060,Lawrence,Ohio,21365.0,41552.0,53015.0,"62,309","24,009",39087
2061,Tazewell,Virginia,21358.0,35693.0,45080.0,"44,664","18,294",51185
2062,Williams,Ohio,21350.0,43089.0,52347.0,"37,623","14,947",39171
2063,Lauderdale,Mississippi,21346.0,36203.0,46954.0,"80,337","29,809",28075
2064,Pike,Illinois,21344.0,39845.0,49542.0,"16,337","6,708",17149
2065,Crenshaw,Alabama,21343.0,36275.0,48903.0,"13,955","5,601",01041
2066,Garrard,Kentucky,21341.0,44652.0,55105.0,"16,896","6,302",21079
2067,St. John the Baptist,Louisiana,21335.0,50635.0,56540.0,"45,139","15,440",22095
2068,Baxter,Arkansas,21334.0,35343.0,45499.0,"41,281","18,155",05005
2069,Taos,New Mexico,21333.0,32637.0,44541.0,"32,899","13,338",35055
2070,San Bernardino,California,21332.0,54090.0,59294.0,"2,056,915","603,879",06071
2071,Montgomery,Kansas,21332.0,39669.0,52583.0,"34,869","14,000",20125
2072,Bannock,Idaho,21327.0,43534.0,57079.0,"83,091","30,271",16005
2073,Owen,Indiana,21318.0,43950.0,51503.0,"21,467","8,552",18119
2074,Gilmer,Georgia,21317.0,39140.0,44624.0,"28,308","11,513",13123
2075,St. Mary,Louisiana,21313.0,41571.0,48754.0,"54,078","20,092",22101
2076,Pleasants,West Virginia,21312.0,41859.0,57604.0,"7,602","2,747",54073
2077,Stokes,North Carolina,21311.0,42703.0,50910.0,"47,063","18,969",37169
2078,Ross,Ohio,21310.0,43264.0,52836.0,"77,802","28,308",39141
2079,Jefferson,Pennsylvania,21300.0,41262.0,51451.0,"45,015","18,503",42065
2080,Jasper,Georgia,21297.0,42192.0,49194.0,"13,748","5,132",13159
2081,Person,North Carolina,21292.0,42317.0,49521.0,"39,361","15,320",37145
2082,Polk,Florida,21285.0,43113.0,50944.0,"610,295","219,540",12105
2083,Garvin,Oklahoma,21285.0,38245.0,47330.0,"27,410","10,294",40049
2084,Clearfield,Pennsylvania,21273.0,41030.0,51031.0,"81,536","32,192",42033
2085,Tangipahoa,Louisiana,21273.0,40654.0,53101.0,"122,665","44,418",22105
2086,Hamblen,Tennessee,21261.0,39596.0,50162.0,"62,721","24,315",47063
2087,San Juan,New Mexico,21260.0,48196.0,57715.0,"128,476","40,945",35045
2088,Curry,New Mexico,21259.0,39871.0,50963.0,"49,302","18,027",35009
2089,Pendleton,West Virginia,21253.0,34175.0,47745.0,"7,603","3,274",54071
2090,Milam,Texas,21248.0,37391.0,49860.0,"24,503","9,330",48331
2091,Chautauqua,Kansas,21245.0,39529.0,45221.0,"3,614","1,565",20019
2092,Brown,Texas,21236.0,39776.0,48865.0,"37,942","13,405",48049
2093,Carroll,Georgia,21227.0,46147.0,54942.0,"111,160","39,494",13045
2094,Fulton,Indiana,21226.0,40168.0,47724.0,"20,698","8,221",18049
2095,Vermilion,Illinois,21225.0,41400.0,51986.0,"81,147","31,575",17183
2096,Pawnee,Oklahoma,21220.0,44375.0,56131.0,"16,592","6,341",40117
2097,New Madrid,Missouri,21215.0,35793.0,45048.0,"18,695","7,423",29143
2098,Allegany,Maryland,21211.0,39293.0,54022.0,"74,394","28,433",24001
2099,Dyer,Tennessee,21208.0,38953.0,47037.0,"38,239","15,100",47045
2100,Whitman,Washington,21208.0,36257.0,63713.0,"45,512","16,624",53075
2101,Brown,Ohio,21206.0,44341.0,51674.0,"44,604","16,380",39015
2102,Wabash,Indiana,21201.0,45286.0,52204.0,"32,650","12,703",18169
2103,Terry,Texas,21201.0,37679.0,45765.0,"12,644","4,067",48445
2104,Modoc,California,21200.0,36212.0,46268.0,"9,468","3,983",06049
2105,Vigo,Indiana,21192.0,40692.0,52203.0,"108,084","39,597",18167
2106,Gates,North Carolina,21187.0,46592.0,53577.0,"11,982","4,459",37073
2107,Jefferson,Florida,21184.0,44170.0,51029.0,"14,469","5,347",12065
2108,Pickens,South Carolina,21182.0,41788.0,54279.0,"119,483","43,971",45077
2109,Hill,Texas,21182.0,40769.0,52184.0,"35,051","13,395",48217
2110,Iberville,Louisiana,21177.0,45368.0,54191.0,"33,360","11,192",22047
2111,Lewis,West Virginia,21175.0,36199.0,44653.0,"16,411","6,451",54041
2112,Phelps,Missouri,21173.0,41964.0,54015.0,"44,969","16,699",29161
2113,Gallia,Ohio,21168.0,39226.0,48918.0,"30,859","11,576",39053
2114,Neosho,Kansas,21163.0,42071.0,49915.0,"16,477","6,508",20133
2115,Smith,Tennessee,21153.0,42383.0,52301.0,"19,134","7,263",47159
2116,Cumberland,Tennessee,21141.0,37188.0,43611.0,"56,589","23,764",47035
2117,Dawes,Nebraska,21137.0,40359.0,62952.0,"9,172","3,709",31045
2118,Jefferson Davis,Louisiana,21132.0,41622.0,51772.0,"31,498","11,634",22053
2119,Lucas,Iowa,21126.0,43288.0,55547.0,"8,840","3,734",19117
2120,Tucker,West Virginia,21126.0,37635.0,49677.0,"7,061","3,050",54093
2121,Shelby,Texas,21126.0,37081.0,44129.0,"25,677","9,781",48419
2122,Eastland,Texas,21125.0,34914.0,44271.0,"18,465","6,872",48133
2123,Jasper,Missouri,21124.0,40399.0,49154.0,"116,803","44,849",29097
2124,Ashland,Wisconsin,21115.0,38550.0,47587.0,"16,068","6,775",55003
2125,Wayne,Indiana,21114.0,38350.0,48417.0,"68,557","28,185",18177
2126,Elkhart,Indiana,21109.0,45693.0,53154.0,"198,662","70,130",18039
2127,Delaware County,Oklahoma,21109.0,36588.0,45708.0,"41,394","16,589",40041
2128,Rockingham,North Carolina,21102.0,38567.0,47715.0,"92,974","37,693",37157
2129,Cottle,Texas,21089.0,34639.0,39241.0,"1,546",709,48101
2130,Onslow,North Carolina,21084.0,45450.0,49819.0,"179,935","60,071",37133
2131,Grenada,Mississippi,21084.0,34129.0,48301.0,"21,745","7,941",28043
2132,Greenwood,South Carolina,21053.0,36540.0,47807.0,"69,727","27,004",45047
2133,Knox,Indiana,21047.0,42119.0,53840.0,"38,266","14,738",18083
2134,Bates,Missouri,21047.0,38579.0,50469.0,"16,878","6,832",29013
2135,Brown,Kansas,21046.0,39968.0,52456.0,"9,969","4,104",20013
2136,Comanche,Kansas,21041.0,39375.0,55431.0,"1,905",791,20033
2137,Hocking,Ohio,21037.0,42089.0,52837.0,"29,268","11,478",39073
2138,Harrison,Ohio,21029.0,39002.0,48739.0,"15,766","6,395",39067
2139,Morgan,Ohio,21027.0,37865.0,44902.0,"15,008","6,204",39115
2140,Bartow,Georgia,21022.0,47197.0,56223.0,"100,382","34,567",13015
2141,Live Oak,Texas,21016.0,42829.0,49681.0,"11,603","3,882",48297
2142,Linn,Missouri,21015.0,38250.0,47327.0,"12,592","4,854",29115
2143,Jackson,North Carolina,21014.0,36951.0,48568.0,"40,362","15,609",37099
2144,Livingston,Missouri,21011.0,40116.0,54663.0,"15,051","5,660",29117
2145,Rusk,Wisconsin,21004.0,38658.0,47825.0,"14,571","6,430",55107
2146,Lancaster,South Carolina,21003.0,42217.0,51067.0,"77,946","28,956",45057
2147,Butte,Idaho,20995.0,41131.0,50000.0,"2,786","1,022",16023
2148,Montgomery,Missouri,20991.0,40236.0,48314.0,"12,128","5,091",29139
2149,Angelina,Texas,20982.0,41354.0,47396.0,"87,042","30,668",48005
2150,Bibb,Georgia,20982.0,37550.0,49891.0,"155,524","56,585",13021
2151,Allegany,New York,20978.0,42445.0,52112.0,"48,618","18,786",36003
2152,Crawford,Kansas,20974.0,37378.0,50936.0,"39,182","15,370",20037
2153,Wilson,North Carolina,20972.0,39204.0,47796.0,"81,365","31,690",37195
2154,Lowndes,Mississippi,20951.0,37868.0,48662.0,"59,746","23,178",28087
2155,Knox,Missouri,20946.0,34481.0,44073.0,"4,099","1,724",29103
2156,Bon Homme,South Dakota,20941.0,40980.0,55508.0,"7,048","2,501",46009
2157,Pottawatomie,Oklahoma,20937.0,42764.0,51656.0,"70,144","25,658",40125
2158,Perry,Indiana,20934.0,47596.0,57732.0,"19,450","7,411",18123
2159,Halifax,Virginia,20929.0,34659.0,45024.0,"35,938","14,770",51083
2160,Bracken,Kentucky,20918.0,39196.0,55526.0,"8,472","3,252",21023
2161,Rowan,North Carolina,20912.0,41495.0,50537.0,"138,265","52,300",37159
2162,Pinal,Arizona,20910.0,50027.0,55282.0,"379,128","123,733",04021
2163,Lumpkin,Georgia,20908.0,43775.0,56826.0,"30,428","10,999",13187
2164,Obion,Tennessee,20900.0,39467.0,46784.0,"31,566","12,462",47131
2165,Sequatchie,Tennessee,20899.0,36434.0,49238.0,"14,333","5,616",47153
2166,Meade,Kentucky,20898.0,46756.0,50574.0,"29,028","10,342",21163
2167,Edwards,Illinois,20898.0,39075.0,49290.0,"6,695","2,728",17047
2168,Schoolcraft,Michigan,20892.0,35260.0,47557.0,"8,407","3,590",26153
2169,Essex,Vermont,20887.0,35916.0,45000.0,"6,276","2,774",50009
2170,Fayette,Pennsylvania,20884.0,39115.0,49664.0,"136,145","54,363",42051
2171,Union,Indiana,20883.0,44161.0,57330.0,"7,420","2,943",18161
2172,Crook,Oregon,20883.0,38795.0,48486.0,"20,894","8,880",41013
2173,Richmond County,Virginia,20875.0,47083.0,68487.0,"9,140","2,853",51159
2174,Payne,Oklahoma,20868.0,36812.0,56881.0,"77,897","30,010",40119
2175,Walker,Georgia,20865.0,39963.0,50683.0,"68,481","26,191",13295
2176,Harney,Oregon,20865.0,38113.0,42540.0,"7,314","3,113",41025
2177,Pulaski,Missouri,20863.0,49820.0,56933.0,"52,795","15,747",29169
2178,Esmeralda,Nevada,20862.0,30284.0,51500.0,979,479,32009
2179,Martin,Texas,20859.0,42607.0,49643.0,"4,956","1,555",48317
2180,Delaware County,Indiana,20854.0,37474.0,51591.0,"117,575","46,325",18035
2181,Taylor,West Virginia,20848.0,39536.0,48618.0,"16,906","6,878",54091
2182,Ashe,North Carolina,20838.0,35951.0,47184.0,"27,180","11,839",37009
2183,Smyth,Virginia,20837.0,37239.0,46776.0,"31,979","12,650",51173
2184,Umatilla,Oregon,20836.0,48389.0,57434.0,"76,306","26,744",41059
2185,Mohave,Arizona,20833.0,39200.0,47136.0,"201,680","80,230",04015
2186,Calhoun,Alabama,20828.0,39962.0,50851.0,"117,714","45,196",01015
